Plate,Well,row,column,Sample,Soil,Genotype,Plot,Fraction,OTU_Header,DADA2_Header,Phosphate,Pot,Depth,LDepth,CAP1,CAP2,CAP3,MDS1,MDS2,MDS3
Plate1,B8,b,8,R11,low-5,phr1/phl1,Plot13,Root,P36Plate1,Plate1_B8,low,Pot11,25865,10.1606459824376,0.325466639483141,-0.94046169617032,0.76971388281853,-0.554318204132022,-0.35103449834562,1.03760024075165
Plate1,B9,b,9,R14,low-2,phf1,Plot4,Root,P7Plate1,Plate1_B9,low,Pot14,68841,11.1395547766581,-0.850274530563389,0.227034195227248,1.2295590008114,-0.59096423477924,1.17116525136372,-0.151512699280364
Plate1,C10,c,10,R42,high-6,Col-0,Plot18,Root,P74Plate1,Plate1_C10,high,Pot42,72425,11.1903068226376,-0.345769694205063,-0.539319554487522,-0.512275595672907,0.806708682556215,-0.0107545776224637,-0.200160271993915
Plate1,C11,c,11,R44,high-2,phr1/phl1,Plot6,Root,P43Plate1,Plate1_C11,high,Pot44,48252,10.7841925566853,1.76509221955148,-0.404276969647458,0.0927286343556369,0.909120789077897,2.08730032970867,-0.678596547409994
Plate1,C12,c,12,R19,medium-1,Col-0,Plot2,Root,P14Plate1,Plate1_C12,medium,Pot19,61669,11.0295366525144,-1.18819972838964,-0.943830499037173,-0.936340740915217,-1.71154030754531,0.285064872849337,-0.651943677487362
Plate1,C2,c,2,R29,medium-5,phr1/phl1,Plot14,Root,P23Plate1,Plate1_C2,medium,Pot29,59857,10.9997136632113,0.90616256601024,-0.490888548745673,0.0337977621024306,0.214325815275647,1.28357466765236,1.58042807211652
Plate1,C3,c,3,R1,low-1,Col-0,Plot1,Root,P32Plate1,Plate1_C3,low,Pot1,62549,11.043705528557,-1.27151810982005,-1.35360039300856,-0.059145150273572,-0.85691086581147,0.0052920784232852,0.740676978104576
Plate1,C4,c,4,R36,medium-6,phf1,Plot17,Root,P30Plate1,Plate1_C4,medium,Pot36,67136,11.114475691756,-0.134514865642202,1.32539013792832,0.801715226734734,-0.502465965250651,-0.285734635134096,-1.27382919600355
Plate1,C9,c,9,R2,low-2,Col-0,Plot4,Root,P39Plate1,Plate1_C9,low,Pot2,63808,11.0636338533215,-0.976659375449292,-1.28274679659835,0.190922664578449,-0.46150188061654,0.507070369073175,0.203938040789056
Plate1,D11,d,11,R26,medium-2,phr1/phl1,Plot5,Root,P82Plate1,Plate1_D11,medium,Pot26,48231,10.7837572468311,1.23058581431072,-0.508591339429396,-0.291789065272663,0.506239257905295,0.775573485556115,-0.352032099833048
Plate1,D2,d,2,R6,low-6,Col-0,Plot16,Root,P25Plate1,Plate1_D2,low,Pot6,62026,11.0353089309613,-0.157551246379865,-1.70922073058268,0.181548033669456,1.03470829396938,0.619310990670337,-0.0694921271719487
Plate1,D3,d,3,R54,high-6,phf1,Plot18,Root,P85Plate1,Plate1_D3,high,Pot54,67137,11.1144905867833,-0.47490422154202,0.49088640856206,0.549617900647281,-0.181833725316069,0.426332984518117,-0.0176135183400879
Plate1,D5,d,5,R47,high-5,phr1/phl1,Plot15,Root,P66Plate1,Plate1_D5,high,Pot47,48374,10.7867177582838,0.64865577694712,-0.132487716735317,0.0111939379769639,-0.240271854157851,0.480580416700988,0.871664878571996
Plate1,D6,d,6,R33,medium-3,phf1,Plot8,Root,P78Plate1,Plate1_D6,medium,Pot33,64879,11.0802792756002,0.294503508788351,0.791193770180433,0.945519122648502,2.14479799731852,-0.791723197549485,0.0473191579254852
Plate1,E10,e,10,R25,medium-1,phr1/phl1,Plot2,Root,P34Plate1,Plate1_E10,medium,Pot25,63277,11.0552771929739,2.06742088027575,-0.483887251936313,-0.0080771126650998,1.53680844613161,1.85981105096443,0.100804939641468
Plate1,E3,e,3,R28,medium-4,phr1/phl1,Plot11,Root,P59Plate1,Plate1_E3,medium,Pot28,39302,10.5790306871477,1.00633355923313,0.134689066278696,0.106925430258737,-0.631252868534314,-0.665718135705758,-0.463509097963714
Plate1,E4,e,4,R26,medium-2,phr1/phl1,Plot5,Root,P56Plate1,Plate1_E4,medium,Pot26,40352,10.6053962387646,0.549125799746601,-0.162316752116785,-0.0838242040369355,-0.923641739146305,-0.834435067511835,-0.352345695931661
Plate1,E6,e,6,R62,low+Pi-2,phr1/phl1,Plot4,Root,P63Plate1,Plate1_E6,low+Pi,Pot62,41978,10.6449009505056,1.81328095153666,1.27630074032982,-1.22032963320763,0.354336099689965,-0.0155314825633214,-1.52230019100483
Plate1,F3,f,3,R56,low+Pi-2,Col-0,Plot4,Root,P64Plate1,Plate1_F3,low+Pi,Pot56,64914,11.0808185959156,-0.869225580060653,0.0728761977016644,-1.10640167876894,0.214695726699807,-0.03848919799861,0.997190111471776
Plate1,G1,g,1,R18,low-6,phf1,Plot16,Root,P81Plate1,Plate1_G1,low,Pot18,67344,11.1175690910104,-0.240012482560424,0.0338757791910845,1.62833062684858,-0.245564333054983,0.0978949588445071,-0.496183898339471
Plate1,G11,g,11,R34,medium-4,phf1,Plot11,Root,P72Plate1,Plate1_G11,medium,Pot34,55016,10.9153793309997,-0.785546345355048,0.494772857377585,0.729335309515073,-0.393153509959039,-0.0684398810157911,0.166539253619253
Plate1,G12,g,12,R17,low-5,phf1,Plot13,Root,P45Plate1,Plate1_G12,low,Pot17,67035,11.1129701500357,-0.181866122497753,0.190845503118419,1.32164665471628,0.333432704987957,1.03337364529651,-0.290671256282735
Plate1,G3,g,3,R9,low-3,phr1/phl1,Plot7,Root,P1Plate1,Plate1_G3,low,Pot9,57714,10.9632550573807,1.73997020866147,-1.59282360601058,1.03284664132209,0.324278407552037,-0.194849837493712,-2.41671854763592
Plate1,G5,g,5,R10,low-4,phr1/phl1,Plot10,Root,P53Plate1,Plate1_G5,low,Pot10,66427,11.1038588793204,0.891486500738193,-0.463253078118532,0.633030679654451,-0.708510710553613,-0.320532065035028,-0.454270760809617
Plate1,H1,h,1,R8,low-2,phr1/phl1,Plot4,Root,P35Plate1,Plate1_H1,low,Pot8,66063,11.0983641111743,0.882878534536678,-0.29346433666039,0.906249646586723,0.483434289006009,-1.62421493987496,0.472684738024356
Plate1,H3,h,3,R71,low+Pi-5,phf1,Plot13,Root,P26Plate1,Plate1_H3,low+Pi,Pot71,76561,11.2458430876925,-0.346846220355531,1.41863953079567,-0.145126254020884,-0.184711262812252,0.31857660676035,-0.543260068502045
Plate1,H7,h,7,R20,medium-2,Col-0,Plot5,Root,P37Plate1,Plate1_H7,medium,Pot20,62514,11.0431458106402,-1.33612413681549,-0.793272529575514,-0.641172744183382,-0.768967845964693,1.78958681717203,0.413167523063626
Plate2,A1,a,1,R31,medium-1,phf1,Plot2,Root,P4Plate2,Plate2_A1,medium,Pot31,53714,10.8914289541536,-0.879221151886112,1.42771775097349,0.944417853580318,0.174731861413697,-2.14487592381377,0.551138737845895
Plate2,A10,a,10,R69,low+Pi-3,phf1,Plot7,Root,P83Plate2,Plate2_A10,low+Pi,Pot69,58475,10.9763545914524,-0.0247655805100546,1.5340590863045,-0.518145695746749,0.160877956447515,-0.677931988551924,0.88964651860738
Plate2,A4,a,4,R13,low-1,phf1,Plot1,Root,P60Plate2,Plate2_A4,low,Pot13,36455,10.5038339022405,-0.226862429319659,-0.0278989202095833,1.16046271640219,-1.08455855879942,0.35309319773505,-1.19646587260038
Plate2,B1,b,1,R23,medium-5,Col-0,Plot14,Root,P75Plate2,Plate2_B1,medium,Pot23,94729,11.4587754624959,-0.563765844253894,-0.165411455971288,-0.602523363472527,-0.0263365198135077,-0.741393301037025,-0.941163181392513
Plate2,B5,b,5,R69,low+Pi-3,phf1,Plot7,Root,P40Plate2,Plate2_B5,low+Pi,Pot69,55583,10.9256326780903,-0.376177648240648,0.862476615117684,-0.245895773669664,-1.04163854734784,0.834574899804517,-0.0900809424541204
Plate2,B7,b,7,R39,high-3,Col-0,Plot9,Root,P92Plate2,Plate2_B7,high,Pot39,43406,10.6783529593809,-0.710592722697407,-0.736597453464952,-0.462331419720526,0.0612928101036203,-0.409303858174921,0.0573600250973811
Plate2,C1,c,1,R40,high-4,Col-0,Plot12,Root,P38Plate2,Plate2_C1,high,Pot40,59720,10.9974222516531,-1.16732591316854,-0.554276148634996,-0.988818564024555,0.034549604177495,-0.680569799951656,1.23969102500786
Plate2,C11,c,11,R35,medium-5,phf1,Plot14,Root,P43Plate2,Plate2_C11,medium,Pot35,42556,10.6585761346363,-0.342396721756346,0.656300004716962,0.568725601370097,-0.187989295462139,-0.54218136661533,-0.639264890724007
Plate2,C2,c,2,R51,high-3,phf1,Plot9,Root,P23Plate2,Plate2_C2,high,Pot51,53950,10.8958129706863,-0.443805653234225,0.646694245384116,0.398706922981586,-0.133461137147659,-0.163768789105682,0.262143136903565
Plate2,C4,c,4,R50,high-2,phf1,Plot6,Root,P30Plate2,Plate2_C4,high,Pot50,57269,10.9555147440865,-0.849351322952221,0.840706595018936,0.387029071466546,-0.373539345815348,-1.31489318071845,0.642766877490036
Plate2,D10,d,10,R45,high-3,phr1/phl1,Plot9,Root,P18Plate2,Plate2_D10,high,Pot45,52228,10.8633740285279,1.15439837593163,0.0899032080808359,0.0636244967389401,0.0721683270440389,0.573072647280601,-0.319503162000946
Plate2,D2,d,2,R27,medium-3,phr1/phl1,Plot8,Root,P25Plate2,Plate2_D2,medium,Pot27,54601,10.9078074765836,0.402099765305477,-0.237601253458219,-0.391606222565695,-1.63842454738983,0.0952680690077259,0.283146387789459
Plate2,D8,d,8,R46,high-4,phr1/phl1,Plot12,Root,P58Plate2,Plate2_D8,high,Pot46,38986,10.5709578863061,1.24754518169177,-0.225924738723612,-0.0197480440094592,-0.332712421760481,-0.86258577542817,-0.542437748209124
Plate2,E12,e,12,R55,low+Pi-1,Col-0,Plot1,Root,P28Plate2,Plate2_E12,low+Pi,Pot55,50023,10.8202381786427,-0.611098418125675,0.276858774946784,-1.56735517697208,-1.15450478770439,0.123504897772203,-0.477903623770088
Plate2,E7,e,7,R57,low+Pi-3,Col-0,Plot7,Root,P67Plate2,Plate2_E7,low+Pi,Pot57,43316,10.6762773607483,-0.59522849776498,-0.242641935656608,-1.36873144031384,0.345315328967387,-0.252047438200539,0.779512603117791
Plate2,F10,f,10,R64,low+Pi-4,phr1/phl1,Plot10,Root,P19Plate2,Plate2_F10,low+Pi,Pot64,24640,10.1121264176475,1.81723903318014,1.03173355497865,-1.02125440721225,0.701580586548721,0.0248738250909258,-0.60326519303782
Plate2,F11,f,11,R7,low-1,phr1/phl1,Plot1,Root,P48Plate2,Plate2_F11,low,Pot7,52551,10.8695394056198,0.703370329690144,-0.844490593461526,0.221429645967507,-1.1194420952147,-0.59415060566049,-0.0413768432377918
Plate2,F7,f,7,R58,low+Pi-4,Col-0,Plot10,Root,P46Plate2,Plate2_F7,low+Pi,Pot58,45149,10.7177234102056,-0.136222183713416,0.713698525905412,-1.71702006855885,-0.0954822736775203,-0.198263106970736,-0.856156917935093
Plate2,G12,g,12,R66,low+Pi-6,phr1/phl1,Plot16,Root,P45Plate2,Plate2_G12,low+Pi,Pot66,53634,10.8899384743159,0.717846792450875,0.44099706032824,-1.1206379570754,-0.292849193242458,-0.267734123766704,0.846335617295428
Plate2,G3,g,3,R5,low-5,Col-0,Plot13,Root,P1Plate2,Plate2_G3,low,Pot5,40363,10.6056688027259,-0.378236306887855,-1.38480850973625,-0.352029713928916,1.06212451362305,-0.388329440639051,-0.830501183820212
Plate2,H1,h,1,R32,medium-2,phf1,Plot5,Root,P35Plate2,Plate2_H1,medium,Pot32,51567,10.8506372119963,-0.443587477241827,1.4641806211217,1.01678601349298,1.1863703272057,-1.73072523521631,0.291210272701083
Plate2,H5,h,5,R72,low+Pi-6,phf1,Plot16,Root,P10Plate2,Plate2_H5,low+Pi,Pot72,46257,10.7419680828395,-0.232242944024855,1.60909451709684,-0.437178338995525,0.0397012234294218,-0.0864613112141836,-0.327555240797046
Plate2,H6,h,6,R65,low+Pi-5,phr1/phl1,Plot13,Root,P91Plate2,Plate2_H6,low+Pi,Pot65,49385,10.8074020133422,0.581482010257998,0.715785171992485,-1.59420456958501,-0.656527751666737,-0.612586313072191,0.626832267853339
Plate3,A2,a,2,R15,low-3,phf1,Plot7,Root,P16Plate3,Plate3_A2,low,Pot15,57696,10.962943126003,-0.19468549492004,0.324205820465128,1.21984507023125,0.0791865420125146,0.43642493894036,0.429189466742566
Plate3,A3,a,3,R21,medium-3,Col-0,Plot8,Root,P87Plate3,Plate3_A3,medium,Pot21,55106,10.9170138821346,-0.696603274093828,-0.553592516722213,-0.553912900082806,-0.506373449928684,0.696455128541759,-0.330465545714944
Plate3,C1,c,1,R67,low+Pi-1,phf1,Plot1,Root,P38Plate3,Plate3_C1,low+Pi,Pot67,36423,10.5029557222121,-0.107157745473045,2.13679666231582,-0.5630338226829,1.41753085126574,0.934264282840533,0.642971390205473
Plate3,E2,e,2,R43,high-1,phr1/phl1,Plot3,Root,P69Plate3,Plate3_E2,high,Pot43,9036,9.10897187758789,1.72974899493147,-0.309129388909132,0.136130900322001,0.52232499624801,-0.000835034204619851,-1.47427584930267
Plate3,E3,e,3,R3,low-3,Col-0,Plot7,Root,P59Plate3,Plate3_E3,low,Pot3,37922,10.5432866975941,-0.549112987225746,-0.885275980220127,-0.119918801823096,0.131980312368389,-0.1461705744987,0.408450901622303
Plate3,F1,f,1,R60,low+Pi-6,Col-0,Plot16,Root,P6Plate3,Plate3_F1,low+Pi,Pot60,50307,10.8258995114152,-0.244291402624308,0.352199094338773,-1.33428991017443,0.191676043402651,-0.0867495499303195,-0.36196633105015
Plate3,G2,g,2,R52,high-4,phf1,Plot12,Root,P33Plate3,Plate3_G2,high,Pot52,23082,10.0468083719804,-0.0802192685232361,0.780200887358609,1.00856660803401,0.298162817582986,1.54315557537983,-0.697253276798735
Plate3,G4,g,4,R48,high-6,phr1/phl1,Plot18,Root,P11Plate3,Plate3_G4,high,Pot48,48044,10.7798725366744,0.820673915747084,0.048433145925462,-0.0373423049743742,-0.624874957240147,-0.415578406895653,0.217773790334002
Plate3,H2,h,2,R12,low-6,phr1/phl1,Plot16,Root,P77Plate3,Plate3_H2,low,Pot12,55563,10.9252727910909,0.156251283138577,-0.726945720372251,1.08222754572732,-0.727672034504008,-0.276260964603637,0.408861980063187
