Plate,Well,row,column,Sample,Soil,Genotype,Plot,Fraction,OTU_Header,DADA2_Header,Phosphate,Pot,Depth,LDepth,CAP1,CAP2,CAP3,CAP4,CAP5,MDS1
Plate1,B7,b,7,S62,low+Pi-2,phr1/phl1,Plot4,Soil,P92Plate1,Plate1_B7,low+Pi,Pot62,56592,10.9436229114453,0.208364743916418,0.188121130362193,0.793230416753477,0.0503813718701807,-0.947420577334542,-0.444305334605789
Plate1,B8,b,8,R11,low-5,phr1/phl1,Plot13,Root,P36Plate1,Plate1_B8,low,Pot11,25865,10.1606459824376,-0.772195565206224,0.390068459857946,0.938976269069228,-1.12391494457218,0.500220786443776,0.457667831992005
Plate1,B9,b,9,R14,low-2,phf1,Plot4,Root,P7Plate1,Plate1_B9,low,Pot14,68841,11.1395547766581,-1.39482283420125,0.561625372037988,-0.829497724021908,-0.21803337392044,0.684319484801174,-1.36008752413977
Plate1,C1,c,1,S62,low+Pi-2,phr1/phl1,Plot4,Soil,P38Plate1,Plate1_C1,low+Pi,Pot62,70801,11.1676284038758,0.204277802473848,-2.1054399635747,1.45824523999388,0.958421681055017,0.68949982467787,1.33340173466659
Plate1,C10,c,10,R42,high-6,Col-0,Plot18,Root,P74Plate1,Plate1_C10,high,Pot42,72425,11.1903068226376,-1.0090534478474,0.973665423828128,-0.069981833616446,0.0188650734921049,-0.684215384509385,0.895088762899525
Plate1,C11,c,11,R44,high-2,phr1/phl1,Plot6,Root,P43Plate1,Plate1_C11,high,Pot44,48252,10.7841925566853,-0.11864485638694,-0.310517329121902,1.03607636290146,0.329462100361171,0.318841422395159,0.659682893856263
Plate1,C12,c,12,R19,medium-1,Col-0,Plot2,Root,P14Plate1,Plate1_C12,medium,Pot19,61669,11.0295366525144,-1.2765820488789,0.9370366028963,-0.967743365582123,-0.33014959251921,-1.34098701064819,-1.17706880305561
Plate1,C2,c,2,R29,medium-5,phr1/phl1,Plot14,Root,P23Plate1,Plate1_C2,medium,Pot29,59857,10.9997136632113,-0.494595387807375,-0.669993525955542,1.18742119171973,0.143670733602895,0.151106659623231,1.3587586667353
Plate1,C3,c,3,R1,low-1,Col-0,Plot1,Root,P32Plate1,Plate1_C3,low,Pot1,62549,11.043705528557,-1.24158498372004,0.0286217840860749,-1.20155077013798,-0.894496484512989,-0.808895215804582,-0.731675839581148
Plate1,C4,c,4,R36,medium-6,phf1,Plot17,Root,P30Plate1,Plate1_C4,medium,Pot36,67136,11.114475691756,-1.09202652188968,0.810076163108367,0.869973701924882,0.161690674660008,1.65886541046257,1.27487773006348
Plate1,C9,c,9,R2,low-2,Col-0,Plot4,Root,P39Plate1,Plate1_C9,low,Pot2,63808,11.0636338533215,-1.35021035791647,0.15661164453413,-1.60190075178843,-0.856085344669917,-0.708043421619224,-1.28707725933528
Plate1,D1,d,1,S19,medium-1,Col-0,Plot2,Soil,P61Plate1,Plate1_D1,medium,Pot19,61825,11.0320630923896,0.116897386828793,-1.56629550782556,0.272219767163139,-0.115099157951321,-0.155995729172933,1.00708376143374
Plate1,D11,d,11,R26,medium-2,phr1/phl1,Plot5,Root,P82Plate1,Plate1_D11,medium,Pot26,48231,10.7837572468311,0.500565674064788,-0.363483018230576,1.2387151705748,-0.267894842058921,-0.410931581131795,0.355208316331059
Plate1,D12,d,12,L53,high-5,phf1,Plot15,Shoot,P73Plate1,Plate1_D12,high,Pot53,56034,10.9337139283378,0.899042422541206,0.390298333931838,-0.577848811018095,1.51743953265997,1.72909380524943,-0.857655947416442
Plate1,D2,d,2,R6,low-6,Col-0,Plot16,Root,P25Plate1,Plate1_D2,low,Pot6,62026,11.0353089309613,-0.627391744059402,0.21371307380513,0.163259913718966,-1.62575270431755,-0.402142206513504,1.42681224440268
Plate1,D3,d,3,R54,high-6,phf1,Plot18,Root,P85Plate1,Plate1_D3,high,Pot54,67137,11.1144905867833,-1.12052749704559,1.30036975034275,0.275588885599783,0.228869375304238,0.60069471027164,0.689843631731138
Plate1,D5,d,5,R47,high-5,phr1/phl1,Plot15,Root,P66Plate1,Plate1_D5,high,Pot47,48374,10.7867177582838,-0.669799439855024,-0.155189159087383,1.20425553374177,-0.133071689386793,0.101239772728447,1.48144289142095
Plate1,D6,d,6,R33,medium-3,phf1,Plot8,Root,P78Plate1,Plate1_D6,medium,Pot33,64879,11.0802792756002,-0.630132061332761,-0.00634244968394113,-0.336633122930022,0.651970278243401,1.14921186207599,-0.263762681564498
Plate1,D8,d,8,L32,medium-2,phf1,Plot5,Shoot,P58Plate1,Plate1_D8,medium,Pot32,55660,10.9270170350799,0.893427197631527,0.284509987242836,-0.579606411047125,0.827559326473656,1.20829391261641,0.125143846739629
Plate1,E1,e,1,S48,high-6,phr1/phl1,Plot18,Soil,P3Plate1,Plate1_E1,high,Pot48,49332,10.8063282366859,0.22085493681006,-1.96151352754352,-0.300367271582779,0.0815803585209264,-0.480435036176799,-0.700654454077855
Plate1,E10,e,10,R25,medium-1,phr1/phl1,Plot2,Root,P34Plate1,Plate1_E10,medium,Pot25,63277,11.0552771929739,-0.00107849774014693,-1.28144544974491,1.66587464580401,0.773165317873401,0.645025637951271,1.26014544892856
Plate1,E12,e,12,L50,high-2,phf1,Plot6,Shoot,P28Plate1,Plate1_E12,high,Pot50,44160,10.695574680951,0.78159233830309,-0.10706536759202,0.224984358790747,0.320076391379976,0.970063992938418,0.790131399093707
Plate1,E2,e,2,L39,high-3,Col-0,Plot9,Shoot,P69Plate1,Plate1_E2,high,Pot39,50009,10.8199582682122,1.05768064107235,-0.717819280547762,-1.42358231517386,-1.21927143986353,-1.12850840967195,1.0376720474975
Plate1,E3,e,3,R28,medium-4,phr1/phl1,Plot11,Root,P59Plate1,Plate1_E3,medium,Pot28,39302,10.5790306871477,-0.885227271273417,0.157362212200262,0.663051478351105,-0.40214283594997,-0.329364387812194,-0.345127216961913
Plate1,E4,e,4,R26,medium-2,phr1/phl1,Plot5,Root,P56Plate1,Plate1_E4,medium,Pot26,40352,10.6053962387646,-0.376685939160319,-0.036684607246378,0.805518872920264,-0.316529510398937,0.189324535477647,-0.186420884866726
Plate1,E5,e,5,L51,high-3,phf1,Plot9,Shoot,P93Plate1,Plate1_E5,high,Pot51,41531,10.634195415314,1.43110113995525,0.437050253480817,-0.26428515146206,1.69299060519405,1.34476420223282,0.47381178743762
Plate1,E6,e,6,R62,low+Pi-2,phr1/phl1,Plot4,Root,P63Plate1,Plate1_E6,low+Pi,Pot62,41978,10.6449009505056,-0.546724294797018,0.180384357672861,1.7879861784658,1.39564878259844,-0.617064733818272,-0.281757643379344
Plate1,E8,e,8,L44,high-2,phr1/phl1,Plot6,Shoot,P54Plate1,Plate1_E8,high,Pot44,19159,9.86052785809599,0.605868778830385,-0.944056046529128,1.70420553838483,0.368467319572966,0.617002449543491,0.958098835688933
Plate1,F10,f,10,L49,high-1,phf1,Plot3,Shoot,P19Plate1,Plate1_F10,high,Pot49,55169,10.9181564803092,1.11002369178178,0.328775462098397,-0.254516693018083,0.900216865828466,1.46931789391134,0.537049867837779
Plate1,F11,f,11,L12,low-6,phr1/phl1,Plot16,Shoot,P48Plate1,Plate1_F11,low,Pot12,51902,10.857112604057,0.31181905553826,0.456307719919554,1.50104635396537,-1.84829585502531,0.203521769234229,-0.76494735910146
Plate1,F3,f,3,R56,low+Pi-2,Col-0,Plot4,Root,P64Plate1,Plate1_F3,low+Pi,Pot56,64914,11.0808185959156,-1.32212715951576,0.332750378792918,-1.11603942723791,0.699166037108031,-0.976617689243582,-0.852349301969389
Plate1,F8,f,8,L54,high-6,phf1,Plot18,Shoot,P50Plate1,Plate1_F8,high,Pot54,53765,10.8923779768246,0.857397409016481,0.336386939582211,-0.499180180812132,-0.349299451828166,1.37858234230498,0.192613040407337
Plate1,F9,f,9,L30,medium-6,phr1/phl1,Plot17,Shoot,P0Plate1,Plate1_F9,medium,Pot30,65447,11.0889959337711,1.00963651605522,1.14347558279539,0.525276498311937,1.05334460482652,0.346626954877409,-0.208242319981409
Plate1,G1,g,1,R18,low-6,phf1,Plot16,Root,P81Plate1,Plate1_G1,low,Pot18,67344,11.1175690910104,-1.10794590419048,0.513325150956812,0.315957523335691,-1.12574174175648,1.70817219158238,1.36374522390705
Plate1,G10,g,10,L66,low+Pi-6,phr1/phl1,Plot16,Shoot,P62Plate1,Plate1_G10,low+Pi,Pot66,74787,11.2223993520667,1.09056773194939,0.218313174077519,1.04406968462561,1.58557405377453,-0.499542794227646,-0.603581742629319
Plate1,G11,g,11,R34,medium-4,phf1,Plot11,Root,P72Plate1,Plate1_G11,medium,Pot34,55016,10.9153793309997,-1.29040535567589,0.466231194036036,-0.810443889346069,-0.160245372048497,0.36492642320864,-0.396463913974129
Plate1,G12,g,12,R17,low-5,phf1,Plot13,Root,P45Plate1,Plate1_G12,low,Pot17,67035,11.1129701500357,-0.82659803478357,0.249586461813453,0.398047851574465,-0.404840717013541,1.78608541389081,1.39414931709478
Plate1,G2,g,2,L5,low-5,Col-0,Plot13,Shoot,P33Plate1,Plate1_G2,low,Pot5,28599,10.2611270311617,0.830854340486805,0.396139697883812,-0.940042303982116,-1.21753138945467,-0.613774684477395,-0.601865779008306
Plate1,G3,g,3,R9,low-3,phr1/phl1,Plot7,Root,P1Plate1,Plate1_G3,low,Pot9,57714,10.9632550573807,-0.362604723958358,-0.00667196485943082,1.26569827250119,-1.4298936386468,0.0242766097405501,0.0158937091037427
Plate1,G4,g,4,L40,high-4,Col-0,Plot12,Shoot,P11Plate1,Plate1_G4,high,Pot40,67614,11.1215703411804,0.882019728428195,0.54190840810864,-0.0550457124463541,0.150863605636936,-0.176616615327782,0.117626334380088
Plate1,G5,g,5,R10,low-4,phr1/phl1,Plot10,Root,P53Plate1,Plate1_G5,low,Pot10,66427,11.1038588793204,-0.947571135077001,-0.116843876792882,1.251829708708,-0.512832277595614,0.0491138663905478,-0.165114229015366
Plate1,G9,g,9,S27,medium-3,phr1/phl1,Plot8,Soil,P20Plate1,Plate1_G9,medium,Pot27,60996,11.0185635672349,0.305296557925646,-2.11720201111159,1.620322773614,0.47350505549017,0.835763075733933,1.34053541153218
Plate1,H1,h,1,R8,low-2,phr1/phl1,Plot4,Root,P35Plate1,Plate1_H1,low,Pot8,66063,11.0983641111743,-0.928188746116482,0.131691233232744,0.743333276610018,-1.22774571084439,0.0286110708674236,-0.781999335281903
Plate1,H2,h,2,L21,medium-3,Col-0,Plot8,Shoot,P77Plate1,Plate1_H2,medium,Pot21,64196,11.069696182441,1.0095977045855,0.42438530940918,-1.29048542965383,-0.902358482026166,-0.877362083331441,0.868920656674541
Plate1,H3,h,3,R71,low+Pi-5,phf1,Plot13,Root,P26Plate1,Plate1_H3,low+Pi,Pot71,76561,11.2458430876925,-0.952733138762321,0.695459131593303,0.467388349213724,0.610657043167857,1.08627654376962,1.27848373077679
Plate1,H4,h,4,L46,high-4,phr1/phl1,Plot12,Shoot,P88Plate1,Plate1_H4,high,Pot46,65854,11.095195449442,1.18144649973651,0.478706908439893,1.66644642886926,-0.135607874809963,-0.917695960444974,0.0841911616051563
Plate1,H5,h,5,S41,high-5,Col-0,Plot15,Soil,P10Plate1,Plate1_H5,high,Pot41,58547,10.9775851294552,-0.136564329882356,-1.8885790433864,-1.79576703935196,-0.729588401611833,-0.683769797287308,-1.08015556413642
Plate1,H7,h,7,R20,medium-2,Col-0,Plot5,Root,P37Plate1,Plate1_H7,medium,Pot20,62514,11.0431458106402,-0.955841457634329,0.22702800601103,-0.967564887155487,0.114276648360596,-1.15160133963725,-0.722500914771606
Plate1,H8,h,8,L37,high-1,Col-0,Plot3,Shoot,P2Plate1,Plate1_H8,high,Pot37,66729,11.1083949200218,1.03691425933058,0.111127984021618,-0.431363907339861,0.216550971739153,-0.661332779493235,0.556836748407183
Plate1,H9,h,9,L65,low+Pi-5,phr1/phl1,Plot13,Shoot,P13Plate1,Plate1_H9,low+Pi,Pot65,67031,11.1129104779338,0.718113802225394,0.690151109359992,1.19155786087931,1.62389177377967,-1.21558152323918,-0.73801681749214
Plate2,A1,a,1,R31,medium-1,phf1,Plot2,Root,P4Plate2,Plate2_A1,medium,Pot31,53714,10.8914289541536,-1.15158367512839,0.725615498088565,-0.86290943456674,0.53986486052091,1.18731945413122,-1.02156239484517
Plate2,A10,a,10,R69,low+Pi-3,phf1,Plot7,Root,P83Plate2,Plate2_A10,low+Pi,Pot69,58475,10.9763545914524,-0.855753519278604,0.380605658031865,-0.598986481412491,1.80210667376649,0.0984556065372724,-0.895240621995573
Plate2,A2,a,2,L45,high-3,phr1/phl1,Plot9,Shoot,P16Plate2,Plate2_A2,high,Pot45,46972,10.757306958485,1.14133375543559,0.182359641438043,1.92108226883846,-0.539582342648614,0.00742782347028454,0.266220503945513
Plate2,A3,a,3,L36,medium-6,phf1,Plot17,Shoot,P87Plate2,Plate2_A3,medium,Pot36,52011,10.859210513654,0.728369046880742,0.9322746437776,-0.574460478448797,0.916676747776736,0.744802191752951,-0.274981528607933
Plate2,A4,a,4,R13,low-1,phf1,Plot1,Root,P60Plate2,Plate2_A4,low,Pot13,36455,10.5038339022405,-1.04254778267487,-0.0188838768665497,0.0186714151856238,-0.719276621331242,0.974277571407692,-0.57140278437422
Plate2,A5,a,5,L64,low+Pi-4,phr1/phl1,Plot10,Shoot,P42Plate2,Plate2_A5,low+Pi,Pot64,38391,10.5555783361057,0.847662855795873,0.059599830705415,1.58724390129452,1.18877103098451,-0.563575629379336,-0.14820520303384
Plate2,A6,a,6,L58,low+Pi-4,Col-0,Plot10,Shoot,P9Plate2,Plate2_A6,low+Pi,Pot58,41668,10.6374887271043,1.22108984236165,0.369794061024929,-0.756871332254887,2.38814084352518,-0.588685307400312,0.186818796496545
Plate2,A9,a,9,L27,medium-3,phr1/phl1,Plot8,Shoot,P65Plate2,Plate2_A9,medium,Pot27,46974,10.757349536136,0.748694369688866,0.373180450424491,1.18670525092662,-0.680312767956961,-1.03697912984886,-0.115796338774747
Plate2,B1,b,1,R23,medium-5,Col-0,Plot14,Root,P75Plate2,Plate2_B1,medium,Pot23,94729,11.4587754624959,-0.856478505976788,0.621808940281763,0.270260438999656,-0.315132881303211,-0.6836924997226,1.41614688719356
Plate2,B10,b,10,L71,low+Pi-5,phf1,Plot13,Shoot,P49Plate2,Plate2_B10,low+Pi,Pot71,29821,10.302968122297,0.253145876947795,0.459162573372094,-0.591665683690293,0.477479553632287,1.74622510550725,-0.302655859907017
Plate2,B3,b,3,L20,medium-2,Col-0,Plot5,Shoot,P8Plate2,Plate2_B3,medium,Pot20,37135,10.5223152001034,0.594685673825582,-0.0915404616306087,-0.400273144583817,-0.761051695061275,-1.24295439493526,0.821477540508705
Plate2,B4,b,4,L35,medium-5,phf1,Plot14,Shoot,P17Plate2,Plate2_B4,medium,Pot35,38207,10.5507740238805,0.685569729753535,0.510571878418953,-0.276922083374642,-0.218520282017139,0.986452061131979,-0.987511210842265
Plate2,B5,b,5,R69,low+Pi-3,phf1,Plot7,Root,P40Plate2,Plate2_B5,low+Pi,Pot69,55583,10.9256326780903,-1.16877620384081,0.402337015074663,-0.688572213355836,1.19369016357136,0.158725318472026,-1.11519089805068
Plate2,B6,b,6,S24,medium-6,Col-0,Plot17,Soil,P5Plate2,Plate2_B6,medium,Pot24,20533,9.9297886269555,-0.0675644495217079,-2.21755457304361,-1.35647237199789,-0.532841619009215,-0.658622628933653,-0.588793674074144
Plate2,B7,b,7,R39,high-3,Col-0,Plot9,Root,P92Plate2,Plate2_B7,high,Pot39,43406,10.6783529593809,-1.29380130341684,0.100645460534742,-0.921854228467923,-0.503973320458133,-0.875417047282333,-0.391585637370648
Plate2,B9,b,9,S35,medium-5,phf1,Plot14,Soil,P7Plate2,Plate2_B9,medium,Pot35,34391,10.445550181224,-0.0341213337683512,-2.19610426395602,-1.53451831886608,-0.400796975630478,0.219076725382535,-1.29459949730233
Plate2,C1,c,1,R40,high-4,Col-0,Plot12,Root,P38Plate2,Plate2_C1,high,Pot40,59720,10.9974222516531,-1.13931522554628,0.383323331290295,-1.47264974850973,0.168197775462257,-1.38569939295475,-0.935212940363613
Plate2,C11,c,11,R35,medium-5,phf1,Plot14,Root,P43Plate2,Plate2_C11,medium,Pot35,42556,10.6585761346363,-0.759943193593474,0.493447019284316,0.466716535943784,-0.197650354755535,0.747987854127534,1.18285433864831
Plate2,C12,c,12,L34,medium-4,phf1,Plot11,Shoot,P14Plate2,Plate2_C12,medium,Pot34,45363,10.7224520737808,0.788431216155244,0.703824085074457,-0.14598972955454,-0.622819471806925,1.23632674212474,0.296359332157599
Plate2,C2,c,2,R51,high-3,phf1,Plot9,Root,P23Plate2,Plate2_C2,high,Pot51,53950,10.8958129706863,-1.41562915843866,0.0933840097351064,-0.539791034615204,0.395465024388057,0.532400585586661,-0.91899564987148
Plate2,C3,c,3,S28,medium-4,phr1/phl1,Plot11,Soil,P32Plate2,Plate2_C3,medium,Pot28,37366,10.5285164790198,0.111862184522846,-2.29030136413636,0.677172172593679,-0.305103761199127,0.520178495632258,0.925344559975969
Plate2,C4,c,4,R50,high-2,phf1,Plot6,Root,P30Plate2,Plate2_C4,high,Pot50,57269,10.9555147440865,-0.947921228318785,0.874335643979024,-1.23225011638735,0.317872806664849,0.584107964738376,-1.1954490685385
Plate2,C6,c,6,L10,low-4,phr1/phl1,Plot10,Shoot,P41Plate2,Plate2_C6,low,Pot10,50736,10.8343909967781,0.894918656254121,0.2150595097923,1.64695464483196,-0.627839662133375,0.0739534523082939,-0.120660381975965
Plate2,C7,c,7,L69,low+Pi-3,phf1,Plot7,Shoot,P27Plate2,Plate2_C7,low+Pi,Pot69,39716,10.5895094081535,1.21024859883726,0.438106662877388,-0.419291279689678,1.943024485894,0.667761538001673,0.570353524841941
Plate2,C8,c,8,L60,low+Pi-6,Col-0,Plot16,Shoot,P57Plate2,Plate2_C8,low+Pi,Pot60,52892,10.8760073776767,0.841185523519684,0.474442682218536,-0.734582847923924,1.28667742028745,-2.11758866743838,-0.684254063281452
Plate2,C9,c,9,L52,high-4,phf1,Plot12,Shoot,P39Plate2,Plate2_C9,high,Pot52,47233,10.7628480798227,0.51489333783118,0.385894173671427,-1.07459869340389,-0.786393029758524,0.299405924394108,0.218234827257721
Plate2,D1,d,1,L7,low-1,phr1/phl1,Plot1,Shoot,P61Plate2,Plate2_D1,low,Pot7,52101,10.8609394214152,0.84684857841182,0.140096628754801,1.63772084028168,-0.458146468931577,-0.421558703435734,-0.0969391687533781
Plate2,D10,d,10,R45,high-3,phr1/phl1,Plot9,Root,P18Plate2,Plate2_D10,high,Pot45,52228,10.8633740285279,-0.920685074607679,-0.0956200846409466,1.22843046088058,0.174371473388175,0.119332845664519,-0.467123051638502
Plate2,D2,d,2,R27,medium-3,phr1/phl1,Plot8,Root,P25Plate2,Plate2_D2,medium,Pot27,54601,10.9078074765836,-1.2276876517167,0.446019323760457,0.425239035023764,0.628033754792806,-0.265441670440402,-1.25559142994714
Plate2,D3,d,3,S52,high-4,phf1,Plot12,Soil,P85Plate2,Plate2_D3,high,Pot52,61428,11.0256210362456,0.289449118585599,-2.18819185555606,0.505280009694385,0.0938747512317464,1.57949602261854,1.55577872801118
Plate2,D4,d,4,L3,low-3,Col-0,Plot7,Shoot,P12Plate2,Plate2_D4,low,Pot3,44307,10.6988979570944,1.25760726098599,0.378388926131268,-0.203893763909287,-1.2547414632048,-0.143863295787468,0.784173172774415
Plate2,D5,d,5,L4,low-4,Col-0,Plot10,Shoot,P66Plate2,Plate2_D5,low,Pot4,25400,10.1425044530066,0.899248415269148,-0.251983458615669,-0.963429596096466,-1.97468512975497,-0.385536605927638,0.724250925375206
Plate2,D6,d,6,L31,medium-1,phf1,Plot2,Shoot,P78Plate2,Plate2_D6,medium,Pot31,33262,10.4121708832301,1.09279121037274,1.19430365060423,-0.657425618612325,1.09100593856496,1.27271819850818,-0.306557238113262
Plate2,D8,d,8,R46,high-4,phr1/phl1,Plot12,Root,P58Plate2,Plate2_D8,high,Pot46,38986,10.5709578863061,-0.820663341358322,0.298442604223604,1.18314576752156,0.308411898405114,-0.389242542371136,-0.588910729346117
Plate2,D9,d,9,L16,low-4,phf1,Plot10,Shoot,P44Plate2,Plate2_D9,low,Pot16,32635,10.3931406110693,0.41538801109471,0.083770506639671,-1.51118849077055,-1.2505910929325,1.64560377514649,0.126364152306619
Plate2,E1,e,1,S48,high-6,phr1/phl1,Plot18,Soil,P3Plate2,Plate2_E1,high,Pot48,37212,10.5243865688884,0.180611825949101,-2.00441492641084,-0.501519835975671,0.124831795442669,-0.608207327442875,-0.856758366667503
Plate2,E10,e,10,L11,low-5,phr1/phl1,Plot13,Shoot,P34Plate2,Plate2_E10,low,Pot11,44448,10.7020752455541,0.695216797857103,0.443611109818632,0.865259495146375,-1.84433978495657,0.467088476416741,-0.668030202009705
Plate2,E11,e,11,L48,high-6,phr1/phl1,Plot18,Shoot,P71Plate2,Plate2_E11,high,Pot48,49134,10.8023065384982,1.03066487259351,1.49425935832248,1.08592140239945,0.447794650732717,0.169855345792337,-0.514117502943575
Plate2,E12,e,12,R55,low+Pi-1,Col-0,Plot1,Root,P28Plate2,Plate2_E12,low+Pi,Pot55,50023,10.8202381786427,-1.10395589205726,0.177624573050451,-0.332066524479059,0.896275014440486,-0.931238874119345,-0.596290092547146
Plate2,E3,e,3,S68,low+Pi-2,phf1,Plot4,Soil,P59Plate2,Plate2_E3,low+Pi,Pot68,30756,10.3338403761521,0.241015363202115,-2.04131399118349,0.854877796657309,1.1034590424836,1.5589921345683,1.53826887022294
Plate2,E4,e,4,S69,low+Pi-3,phf1,Plot7,Soil,P56Plate2,Plate2_E4,low+Pi,Pot69,55625,10.9263880194685,0.447428301519877,-2.04553045001758,1.2149714988289,1.40955704020419,1.46325036328876,1.77232148483046
Plate2,E6,e,6,S25,medium-1,phr1/phl1,Plot2,Soil,P63Plate2,Plate2_E6,medium,Pot25,46679,10.7510496637203,0.0739664636998631,-1.72124994402455,1.08511723695175,0.102289282843318,0.454789017227017,0.78787476232855
Plate2,E7,e,7,R57,low+Pi-3,Col-0,Plot7,Root,P67Plate2,Plate2_E7,low+Pi,Pot57,43316,10.6762773607483,-1.00621690511045,0.303874753212524,-0.980588178181101,0.797990343476225,-1.36473544437063,-0.919245167029009
Plate2,E8,e,8,L9,low-3,phr1/phl1,Plot7,Shoot,P54Plate2,Plate2_E8,low,Pot9,42134,10.6486102946864,0.932062477345633,0.0156557897162965,1.90939680367574,-2.22572380065969,-0.540482720758996,0.299528181110418
Plate2,F1,f,1,L57,low+Pi-3,Col-0,Plot7,Shoot,P6Plate2,Plate2_F1,low+Pi,Pot57,44635,10.7062735836135,0.42547569168633,0.24415090757052,-0.815519858392315,1.0160631552021,-1.07110076693215,0.360620914383288
Plate2,F10,f,10,R64,low+Pi-4,phr1/phl1,Plot10,Root,P19Plate2,Plate2_F10,low+Pi,Pot64,24640,10.1121264176475,-0.49869046550117,-0.595267371501967,1.6119280892009,0.87841005874644,-0.224182166284466,0.142902999595627
Plate2,F11,f,11,R7,low-1,phr1/phl1,Plot1,Root,P48Plate2,Plate2_F11,low,Pot7,52551,10.8695394056198,-0.855913889173575,-0.0213602132976356,1.19358476571713,-0.68538234909341,-0.441174764591124,-0.301824779547455
Plate2,F3,f,3,S36,medium-6,phf1,Plot17,Soil,P64Plate2,Plate2_F3,medium,Pot36,33079,10.4066539189346,-0.118804656655297,-2.24901125230697,-1.3364246470322,-0.384883050667745,0.547427589599264,-0.662215210851765
Plate2,F4,f,4,L6,low-6,Col-0,Plot16,Shoot,P80Plate2,Plate2_F4,low,Pot6,58536,10.9773972285639,0.903623521096382,0.429530444020665,-0.965350165164666,-0.49026134299308,-0.83402841513291,-0.860608826345721
Plate2,F6,f,6,L43,high-1,phr1/phl1,Plot3,Shoot,P24Plate2,Plate2_F6,high,Pot43,48095,10.7809335005867,0.557102168842897,0.0742400338867032,1.21714588789983,-0.436357264772996,-0.706397989023551,-0.0140664417688012
